RowNumber,ShopID,ShopName,ShopCity,ShopAddress,ShopRating
822,SH00822,Jabbertype,Peremyshl’,3951 Westridge Alley,3.82
823,SH00823,Yombu,Huantuo,2 Bayside Park,3.12
824,SH00824,Ntag,Sendangkemulian,26 North Center,4.22
825,SH00825,LiveZ,Thākurgaon,726 Sugar Alley,3.82
826,SH00826,Trupe,Tibillo,5 Hermina Place,4.22
827,SH00827,Topicshots,Velykoploske,78530 Sycamore Street,4.92
828,SH00828,Brightbean,Bairro Assunção Piedade,54601 Golf View Point,3.02
829,SH00829,Jabberbean,Bromma,42 Comanche Way,3.92
830,SH00830,Eabox,Stratónion,4 Novick Plaza,3.92
831,SH00831,Skyvu,Wutong,4 Dayton Terrace,3.02
832,SH00832,Skyble,Kaesŏng,32 Eggendart Road,3.22
833,SH00833,Trilia,Zongzhai,8887 Twin Pines Park,4.42
834,SH00834,Agivu,Kotaagung,64175 Glendale Center,4.22
835,SH00835,Kwimbee,Dushan,61571 John Wall Avenue,3.62
836,SH00836,Viva,Cibatuireng,96737 Sunfield Pass,4.02
837,SH00837,Yamia,Pueblo Nuevo Viñas,45 4th Hill,4.22
838,SH00838,Fivebridge,Unisław,918 Pierstorff Hill,3.22
839,SH00839,Devify,Puricay,76912 Talisman Place,3.12
840,SH00840,Buzzshare,Oodweyne,1 Mccormick Park,4.32
841,SH00841,Katz,San Patricio,5339 Monterey Center,4.32
842,SH00842,Tekfly,Buenaventura,6123 Forest Dale Pass,4.32
843,SH00843,Edgeblab,Barrio San Luis,7533 Mockingbird Trail,3.72
844,SH00844,Kazu,Svedala,1 Village Green Point,3.92
845,SH00845,Kwinu,Rogóźno,18 Thompson Court,4.32
846,SH00846,Vinder,Lexington,81 Hayes Terrace,4.32
847,SH00847,Trupe,Samajie Ewenkeminzu,365 Trailsway Trail,4.22
848,SH00848,Feedspan,Panganiban,7114 Hauk Trail,3.42
849,SH00849,Photofeed,Qabaqçöl,849 Mayer Trail,4.42
850,SH00850,Twitterbeat,Borek,0113 Summerview Park,3.82
851,SH00851,Vinder,Karlskrona,8228 Northview Circle,4.52
852,SH00852,Latz,Mattaldi,1382 Old Gate Park,3.12
853,SH00853,LiveZ,Naikoten Dua,2012 Bellgrove Parkway,3.52
854,SH00854,Eimbee,Uddiawan,62436 Southridge Parkway,4.22
855,SH00855,Muxo,Sop Pong,7 Trailsway Way,3.62
856,SH00856,Zoomlounge,Dobruševo,4 Vahlen Parkway,3.12
857,SH00857,Skivee,Huangshi,91513 Clarendon Avenue,4.82
858,SH00858,Wordtune,Inuyama,4119 Stang Court,4.22
859,SH00859,Quinu,Novo Horizonte,9860 Grayhawk Alley,4.62
860,SH00860,Photofeed,Los Andes,42 Dawn Circle,3.42
861,SH00861,Photobug,Xiangyang,85 Maple Road,4.72
862,SH00862,Photojam,Nekhayevskiy,869 Marcy Drive,3.62
863,SH00863,Youspan,Chafé,89 Utah Way,3.02
864,SH00864,Kwimbee,De la Paz,93591 Oriole Hill,4.42
865,SH00865,Wordpedia,Ocampo,76521 Sheridan Way,4.82
866,SH00866,Abatz,San Eugenio,9954 Dunning Road,4.52
867,SH00867,Trilia,Reims,0957 Oak Valley Plaza,4.62
868,SH00868,Rhynyx,Ylihärmä,44901 Tomscot Trail,4.32
869,SH00869,Avamm,Yangjian,95072 Hagan Drive,4.52
870,SH00870,Tagchat,Pucyura,64 Summit Court,4.52
871,SH00871,Edgetag,Camrose,19 Derek Center,3.32
872,SH00872,Avavee,Roma,434 Susan Drive,4.32
873,SH00873,Dablist,Ludu,173 Mayfield Drive,3.22
874,SH00874,Wordpedia,San Rafael,506 Merchant Hill,4.12
875,SH00875,Linkbuzz,Mapiripán,32462 Londonderry Court,3.92
876,SH00876,Eayo,Cova Figueira,1058 Erie Avenue,3.12
877,SH00877,Youspan,Tamandaré,06657 Straubel Junction,3.02
878,SH00878,Wikibox,Ryazhsk,5 Starling Lane,3.12
879,SH00879,Kare,Postřekov,58589 Mccormick Junction,4.22
880,SH00880,Skilith,Yelan’,5 6th Hill,3.52
881,SH00881,Skiba,Hougang,30233 Steensland Drive,3.42
882,SH00882,Photobug,San Agustin,5 Pankratz Avenue,4.72
883,SH00883,Yakijo,Molsheim,955 Dahle Court,3.02
884,SH00884,Yoveo,Bykivka,83 Duke Center,4.92
885,SH00885,Yakijo,Liaozhong,3 Muir Plaza,3.82
886,SH00886,Jetwire,Buur Gaabo,8899 Northland Park,4.22
887,SH00887,Npath,Grand Rapids,373 Bellgrove Alley,4.32
888,SH00888,Gevee,Edsbyn,59246 Cherokee Point,3.72
889,SH00889,Midel,Smoky Lake,12461 Porter Pass,4.72
890,SH00890,Riffwire,Senadan,7201 Anzinger Trail,4.92
891,SH00891,Buzzbean,Pombas,9236 Cottonwood Place,4.92
892,SH00892,Eabox,Urungpigang,879 7th Way,4.72
893,SH00893,Aibox,Washington,0335 Montana Plaza,3.22
894,SH00894,Thoughtstorm,Jiaoqi,4 Utah Plaza,3.02
895,SH00895,Wikibox,Talangnan,5399 Clarendon Lane,3.92
896,SH00896,Kazio,Newton,4903 Pearson Pass,3.42
897,SH00897,Jaxspan,São Vicente de Ferreira,20 Prentice Lane,3.82
898,SH00898,Mydeo,Karlstad,47 Troy Crossing,3.52
899,SH00899,Blognation,Villa General Belgrano,53945 Butternut Trail,4.52
900,SH00900,Photobug,Saribudolok,513 Jenifer Pass,3.82
901,SH00901,Pixonyx,Santa Maria da Vitória,881 Fordem Hill,4.62
902,SH00902,Thoughtsphere,Xin’an,871 Autumn Leaf Road,3.92
903,SH00903,Oodoo,Shizikeng,7150 Melvin Point,3.52
904,SH00904,Katz,Khanabad,6531 Paget Avenue,3.52
905,SH00905,Meembee,Ploso,0710 Nevada Alley,3.12
906,SH00906,Snaptags,Rust’avi,52093 Westend Junction,4.22
907,SH00907,Zooxo,Ponyri Vtoryye,79949 New Castle Court,3.42
908,SH00908,Twitterwire,Spånga,59811 Corben Court,3.42
909,SH00909,Fadeo,Yumaguzino,8 Little Fleur Park,4.72
910,SH00910,Vinder,Tapan,8 Eastlawn Junction,3.62
911,SH00911,Dynabox,Jiuguan,638 Ronald Regan Trail,4.82
912,SH00912,Meemm,Mingora,2 Bellgrove Circle,4.92
913,SH00913,Dynazzy,Tuti,534 Walton Point,4.22
914,SH00914,Bluejam,Muro,9512 Farwell Street,4.22
915,SH00915,Dynazzy,Villeneuve-lès-Avignon,1618 Burning Wood Plaza,4.72
916,SH00916,Lazz,Manaloal,640 Mifflin Circle,4.32
917,SH00917,Browsezoom,Kyjov,4059 Quincy Drive,4.62
918,SH00918,Devify,Zselickislak,94 Mayfield Court,4.22
919,SH00919,Cogidoo,Vasyl'evsky Ostrov,243 Lunder Junction,4.62
920,SH00920,Voonte,Niuzhuang,7 Jackson Avenue,4.32
921,SH00921,Katz,Feijó,0140 Sloan Place,4.52
922,SH00922,DabZ,Pianling,42890 Sherman Avenue,4.92
923,SH00923,Skaboo,Ngundaan,920 Stephen Center,4.72
924,SH00924,Photofeed,Cockburn Town,046 Talmadge Trail,3.02
925,SH00925,Zoomcast,Bulgan,1 Hagan Terrace,3.52
926,SH00926,Roodel,Bagumbayan,5721 Artisan Lane,3.92
927,SH00927,Ntags,Margasari,56285 Coleman Parkway,4.12
928,SH00928,Einti,Andkhōy,60 Ryan Terrace,3.92
929,SH00929,Linkbridge,Yangqiao,422 Elgar Road,4.92
930,SH00930,Devcast,Haimen,373 Lakewood Terrace,4.42
931,SH00931,Cogidoo,Grzechynia,8322 Melvin Way,4.32
932,SH00932,Zoomcast,Zelenogradsk,7 La Follette Plaza,3.92
933,SH00933,Voomm,Kumane,642 Porter Plaza,4.92
934,SH00934,Oozz,Balabac,96 Northfield Way,3.02
935,SH00935,Skibox,Thulamahashi,8 Saint Paul Terrace,4.02
936,SH00936,Fanoodle,Klishkivtsi,74754 Park Meadow Parkway,3.52
937,SH00937,Voolith,Tranca,6 Tennyson Trail,3.02
938,SH00938,Yadel,Ngunguru,0 Di Loreto Lane,4.92
939,SH00939,Fivespan,Shazi,455 Blue Bill Park Lane,4.22
940,SH00940,Omba,Jacutinga,1 Old Gate Point,3.72
941,SH00941,Jetpulse,Fovissste,424 Lakewood Pass,4.12
942,SH00942,Jabbertype,Psygansu,618 Blue Bill Park Park,3.42
943,SH00943,Avaveo,Panambi,3778 Mayfield Hill,3.02
944,SH00944,Youfeed,Licuan,776 Ridgeview Terrace,3.62
945,SH00945,Riffpedia,Birobidzhan,1197 Magdeline Crossing,4.32
946,SH00946,Twitternation,Kafir Qala,8 East Street,3.62
947,SH00947,Chatterbridge,Pīrgaaj,56415 Heffernan Way,4.72
948,SH00948,Omba,Luobuqiongzi,07025 6th Terrace,3.82
949,SH00949,Thoughtstorm,Bijelo Polje,8690 Algoma Parkway,4.22
950,SH00950,Talane,Kitaibaraki,290 Meadow Ridge Pass,3.32
951,SH00951,Quatz,Nanggewer,13866 Hooker Street,4.02
952,SH00952,Talane,Biting,6039 Forster Drive,4.22
953,SH00953,Bubblebox,Noyakert,1 Union Hill,3.72
954,SH00954,Zoomdog,Rancagadog,9 Kennedy Street,3.92
955,SH00955,Jaxworks,Pregrada,4052 Banding Street,4.32
956,SH00956,Skyble,Không,86991 Grasskamp Alley,4.82
957,SH00957,Trunyx,Peterborough,963 John Wall Alley,4.62
958,SH00958,Ailane,Banyo,484 Surrey Place,4.62
959,SH00959,Eabox,Sanyang,86 Columbus Place,4.02
960,SH00960,Tagtune,Dimona,6164 Schurz Terrace,3.82
961,SH00961,Trudeo,Morrito,261 Hanover Alley,3.62
962,SH00962,Browsedrive,Tobol,03 Fulton Terrace,4.62
963,SH00963,Cogilith,Wuping,78 Lake View Park,3.02
964,SH00964,Mudo,Nagrak,5822 Dixon Crossing,4.52
965,SH00965,Cogibox,Ersekë,3 Huxley Court,3.02
966,SH00966,Trunyx,Niquelândia,169 Nobel Pass,4.92
967,SH00967,Tagfeed,Awilega,95 Killdeer Junction,3.12
968,SH00968,Topiclounge,Francisco Villa,4430 Shoshone Point,3.02
969,SH00969,Yamia,Garibaldi,0397 Sycamore Parkway,3.12
970,SH00970,Rhynoodle,Linjiang,7169 Rowland Pass,3.12
971,SH00971,Dabvine,Quillota,87950 Rowland Drive,4.92
972,SH00972,Topicstorm,Priyutovo,60 New Castle Center,3.92
973,SH00973,Topdrive,Rubizhne,10 Springview Plaza,3.22
974,SH00974,Yakitri,Isahaya,9806 Sycamore Point,4.72
975,SH00975,Vidoo,Guatraché,723 Blackbird Point,4.72
976,SH00976,Edgeify,Brahin,047 Westridge Alley,3.12
977,SH00977,JumpXS,Przodkowo,64 Del Mar Court,3.92
978,SH00978,Demivee,Genyem,0 Claremont Trail,3.02
979,SH00979,Camimbo,Hajoho,8 Havey Pass,3.42
980,SH00980,Thoughtsphere,Karanganyarkrajan,51869 Bartelt Park,3.42
981,SH00981,Yacero,Independence,62411 Division Terrace,3.92
982,SH00982,Eimbee,Elx/Elche,7656 Cody Junction,3.42
983,SH00983,Photobean,Qinnan,333 Riverside Trail,4.72
984,SH00984,Thoughtblab,Broumov,279 Summer Ridge Parkway,4.32
985,SH00985,Skidoo,Wangchang,65 Spaight Road,3.92
986,SH00986,Oyoloo,Buenos Aires,5471 8th Way,4.42
987,SH00987,Voolia,Mao,31 Esch Way,3.02
988,SH00988,Tagpad,Ar Ruţbah,689 Graceland Terrace,3.12
989,SH00989,Brainlounge,Nixi,5 Larry Court,3.52
990,SH00990,Tagopia,Casilda,5342 Bashford Place,3.82
991,SH00991,Centidel,Emiliano Zapata,6 Cardinal Alley,4.92
992,SH00992,Dabfeed,Skellefteå,60677 Hayes Court,4.72
993,SH00993,Wikivu,Tanghu,6 Clarendon Circle,4.92
994,SH00994,Abata,Quinta de Valadares,91 Claremont Park,4.12
995,SH00995,Geba,Alderetes,8 Truax Crossing,4.82
996,SH00996,Twitterbridge,Kristiansand S,84287 Old Gate Court,3.02
997,SH00997,Rhybox,Káto Asítai,75 Haas Crossing,4.22
998,SH00998,Eayo,Bordeaux,68 School Center,4.52
999,SH00999,Brightdog,Zhouxi,28 Orin Avenue,3.32
1000,SH01000,Miboo,Linggamanik,78785 Troy Alley,4.12
