PurchaseID,ShopID,UserID,PurchaseDate
PU04469,SH00043,SU00337,2021-05-26
PU04470,SH00423,SU00426,2020-07-18
PU04471,SH00760,SU00951,2020-01-31
PU04472,SH00915,SU00697,2020-04-16
PU04473,SH00631,SU00008,2020-02-15
PU04474,SH00304,SU00209,2019-12-06
PU04475,SH00966,SU00217,2021-04-16
PU04476,SH00170,SU00742,2019-05-08
PU04477,SH00877,SU00971,2020-12-28
PU04478,SH00403,SU00771,2020-03-01
PU04479,SH00714,SU00698,2020-07-05
PU04480,SH00506,SU00552,2019-10-09
PU04481,SH00074,SU00159,2019-08-13
PU04482,SH00834,SU00517,2020-10-29
PU04483,SH00369,SU00490,2021-03-21
PU04484,SH00998,SU00710,2020-05-19
PU04485,SH00138,SU00651,2021-01-11
PU04486,SH00383,SU00416,2019-02-15
PU04487,SH00582,SU00006,2021-01-24
PU04488,SH00060,SU00519,2019-12-29
PU04489,SH00598,SU00666,2019-12-08
PU04490,SH00356,SU00065,2019-07-05
PU04491,SH00666,SU00631,2019-10-28
PU04492,SH00273,SU00858,2020-12-22
PU04493,SH00758,SU00115,2019-05-12
PU04494,SH00616,SU00155,2021-03-13
PU04495,SH00619,SU00705,2020-12-08
PU04496,SH00122,SU00339,2020-02-19
PU04497,SH00475,SU00249,2020-05-04
PU04498,SH00928,SU00972,2020-09-13
PU04499,SH00214,SU00286,2021-02-01
PU04500,SH00984,SU00556,2019-12-19
PU04501,SH00553,SU00937,2020-11-04
PU04502,SH00491,SU00710,2020-02-10
PU04503,SH00773,SU00288,2020-11-14
PU04504,SH00540,SU00405,2020-06-25
PU04505,SH00303,SU00253,2019-11-23
PU04506,SH00258,SU00335,2019-06-11
PU04507,SH00831,SU00471,2020-12-31
PU04508,SH00491,SU00224,2020-08-16
PU04509,SH00381,SU00202,2020-02-12
PU04510,SH00679,SU00988,2019-09-01
PU04511,SH00843,SU00491,2019-08-01
PU04512,SH00603,SU00922,2019-02-21
PU04513,SH00137,SU00170,2021-04-05
PU04514,SH00924,SU00661,2020-09-04
PU04515,SH00181,SU00804,2020-12-22
PU04516,SH00738,SU00236,2021-01-24
PU04517,SH00178,SU00881,2019-07-23
PU04518,SH00533,SU00707,2020-04-22
PU04519,SH00468,SU00378,2019-06-28
PU04520,SH00746,SU00288,2020-05-01
PU04521,SH00264,SU00291,2019-07-15
PU04522,SH00647,SU00819,2021-01-03
PU04523,SH00681,SU00886,2020-05-05
PU04524,SH00106,SU00432,2020-01-04
PU04525,SH00530,SU00335,2019-11-05
PU04526,SH00076,SU00820,2019-05-31
PU04527,SH00042,SU00519,2020-11-23
PU04528,SH00565,SU00572,2019-03-04
PU04529,SH00953,SU00250,2020-05-07
PU04530,SH00772,SU00984,2021-02-03
PU04531,SH00329,SU00898,2020-12-02
PU04532,SH00053,SU00021,2019-07-06
PU04533,SH00164,SU00972,2020-07-15
PU04534,SH00543,SU00950,2019-08-20
PU04535,SH00731,SU00759,2021-03-31
PU04536,SH00540,SU00648,2020-12-16
PU04537,SH00193,SU00427,2019-02-19
PU04538,SH00453,SU00739,2021-03-26
PU04539,SH00012,SU00711,2020-05-08
PU04540,SH00888,SU01000,2019-10-05
PU04541,SH00641,SU00642,2019-03-26
PU04542,SH00865,SU00814,2020-02-03
PU04543,SH00360,SU00455,2020-05-01
PU04544,SH00611,SU00007,2019-11-11
PU04545,SH00677,SU00203,2019-09-28
PU04546,SH00140,SU00895,2019-09-25
PU04547,SH00278,SU00174,2020-03-04
PU04548,SH00899,SU00660,2021-01-11
PU04549,SH00221,SU00411,2019-03-24
PU04550,SH00351,SU00285,2019-01-10
PU04551,SH00649,SU00229,2020-08-15
PU04552,SH00361,SU00650,2020-06-30
PU04553,SH00062,SU00159,2019-02-05
PU04554,SH00704,SU00103,2021-04-16
PU04555,SH00918,SU00328,2020-07-31
PU04556,SH00409,SU00148,2019-03-14
PU04557,SH00136,SU00076,2019-08-12
PU04558,SH00365,SU00441,2020-07-31
PU04559,SH00011,SU00852,2019-10-01
PU04560,SH00377,SU00319,2020-10-19
PU04561,SH00693,SU00849,2021-02-06
PU04562,SH00917,SU00993,2019-12-02
PU04563,SH00450,SU00445,2020-03-06
PU04564,SH00478,SU00382,2021-03-10
PU04565,SH00333,SU00886,2020-08-06
PU04566,SH00076,SU00611,2020-09-18
PU04567,SH00242,SU00392,2020-09-14
PU04568,SH00421,SU00744,2021-04-26
PU04569,SH00974,SU00227,2021-05-31
PU04570,SH00928,SU00234,2020-12-13
PU04571,SH00038,SU00983,2020-09-03
PU04572,SH00406,SU00652,2020-01-14
PU04573,SH00156,SU00595,2020-03-29
PU04574,SH00175,SU00943,2020-01-12
PU04575,SH00424,SU00423,2019-03-10
PU04576,SH00252,SU00161,2019-02-12
PU04577,SH00472,SU00629,2019-05-18
PU04578,SH00210,SU00081,2019-12-19
PU04579,SH00289,SU00512,2020-12-28
PU04580,SH00761,SU00995,2020-10-26
PU04581,SH00183,SU00675,2020-08-10
PU04582,SH00608,SU00709,2020-11-18
PU04583,SH00325,SU00591,2019-02-14
PU04584,SH00278,SU00337,2019-12-30
PU04585,SH00869,SU00341,2020-05-15
PU04586,SH00742,SU00978,2019-07-03
PU04587,SH00927,SU00610,2020-03-07
PU04588,SH00279,SU00079,2019-04-17
PU04589,SH00775,SU00100,2020-09-10
PU04590,SH00079,SU00915,2019-03-18
PU04591,SH00881,SU00002,2020-08-05
PU04592,SH00594,SU00045,2019-06-07
PU04593,SH00351,SU00624,2020-07-17
PU04594,SH00196,SU00453,2020-07-11
PU04595,SH00303,SU00179,2020-06-19
PU04596,SH00461,SU00742,2020-04-10
PU04597,SH00124,SU00618,2020-04-05
PU04598,SH00580,SU00713,2019-03-22
PU04599,SH00556,SU00240,2019-10-10
PU04600,SH00761,SU00399,2021-01-20
PU04601,SH00706,SU00113,2019-01-21
PU04602,SH00788,SU00438,2021-03-15
PU04603,SH00180,SU00290,2019-09-20
PU04604,SH00706,SU00117,2019-06-20
PU04605,SH00964,SU00841,2020-10-28
PU04606,SH00596,SU00585,2021-05-21
PU04607,SH00604,SU00585,2021-03-21
PU04608,SH00227,SU00980,2020-03-02
PU04609,SH00287,SU00792,2019-09-30
PU04610,SH00383,SU00116,2020-05-06
PU04611,SH00962,SU00772,2020-04-08
PU04612,SH00447,SU00901,2020-10-12
PU04613,SH00098,SU00172,2019-10-24
PU04614,SH00872,SU00985,2020-09-22
PU04615,SH00955,SU00487,2021-01-31
PU04616,SH00385,SU00320,2019-07-09
PU04617,SH00532,SU00106,2019-01-22
PU04618,SH00987,SU00702,2019-06-24
PU04619,SH00736,SU00791,2021-04-25
PU04620,SH00677,SU00896,2019-04-05
PU04621,SH00489,SU00552,2019-07-08
PU04622,SH00224,SU00517,2019-03-19
PU04623,SH00356,SU00476,2019-09-04
PU04624,SH00886,SU00346,2019-09-25
PU04625,SH00404,SU00841,2021-05-09
PU04626,SH00753,SU00149,2020-01-15
PU04627,SH00097,SU00031,2019-09-08
PU04628,SH00465,SU00222,2019-09-17
PU04629,SH00692,SU00843,2020-03-24
PU04630,SH00636,SU00223,2020-08-30
PU04631,SH00251,SU00694,2020-07-15
PU04632,SH00964,SU00604,2020-07-30
PU04633,SH00414,SU00578,2019-08-04
PU04634,SH00669,SU00204,2020-09-02
PU04635,SH00757,SU00711,2019-09-05
PU04636,SH00920,SU00302,2020-12-13
PU04637,SH00495,SU00110,2019-07-01
PU04638,SH00441,SU00605,2020-12-11
PU04639,SH00531,SU00264,2020-06-19
PU04640,SH00037,SU00900,2019-08-25
PU04641,SH00819,SU00402,2020-11-26
PU04642,SH00168,SU00829,2021-03-31
PU04643,SH00154,SU00647,2019-03-20
PU04644,SH00564,SU00148,2019-12-30
PU04645,SH00652,SU00059,2019-02-08
PU04646,SH00097,SU00477,2019-10-09
PU04647,SH00942,SU00965,2020-07-08
PU04648,SH00783,SU00631,2020-04-11
PU04649,SH00927,SU00308,2019-09-23
PU04650,SH00037,SU00548,2019-07-28
PU04651,SH00908,SU00510,2019-06-14
PU04652,SH00323,SU00614,2020-11-19
PU04653,SH00021,SU00400,2021-04-22
PU04654,SH00588,SU00210,2019-02-10
PU04655,SH00984,SU00255,2020-09-22
PU04656,SH00105,SU00653,2020-04-27
PU04657,SH00082,SU00538,2019-10-21
PU04658,SH00835,SU00006,2021-05-02
PU04659,SH00878,SU00381,2020-07-22
PU04660,SH00441,SU00383,2021-03-29
PU04661,SH00210,SU00736,2019-09-04
PU04662,SH00779,SU00465,2020-08-01
PU04663,SH00870,SU00954,2019-09-27
PU04664,SH00555,SU00615,2019-08-06
PU04665,SH00392,SU00337,2019-06-17
PU04666,SH00689,SU00164,2020-05-28
PU04667,SH00230,SU00692,2020-10-17
PU04668,SH00168,SU00974,2019-09-21
PU04669,SH00334,SU00435,2021-01-12
PU04670,SH00615,SU00989,2021-02-28
PU04671,SH00751,SU00992,2021-02-21
PU04672,SH00297,SU00876,2019-08-24
PU04673,SH00968,SU00099,2021-04-21
PU04674,SH00412,SU00969,2021-03-23
PU04675,SH00898,SU00430,2019-12-13
PU04676,SH00587,SU00138,2019-06-07
PU04677,SH00343,SU00843,2019-07-19
PU04678,SH00448,SU00616,2020-08-03
PU04679,SH00952,SU00293,2020-08-13
PU04680,SH00039,SU00677,2020-06-07
PU04681,SH00505,SU00976,2020-09-26
PU04682,SH00099,SU00979,2021-02-13
PU04683,SH00276,SU00008,2020-04-25
PU04684,SH00342,SU00369,2020-08-29
PU04685,SH00087,SU00310,2020-05-25
PU04686,SH00951,SU00919,2020-10-06
PU04687,SH00720,SU00081,2020-09-29
PU04688,SH00197,SU00354,2020-05-18
PU04689,SH00744,SU00432,2019-12-29
PU04690,SH00480,SU00599,2019-08-10
PU04691,SH00594,SU00528,2019-03-01
PU04692,SH00770,SU00750,2019-09-23
PU04693,SH00053,SU00040,2019-10-05
PU04694,SH00308,SU00332,2019-09-28
PU04695,SH00505,SU00247,2020-01-31
PU04696,SH00852,SU00062,2019-10-18
PU04697,SH00327,SU00235,2021-02-20
PU04698,SH00662,SU00803,2021-02-08
PU04699,SH00682,SU00139,2019-11-02
PU04700,SH00051,SU00326,2019-04-02
PU04701,SH00980,SU00141,2020-11-13
PU04702,SH00319,SU00993,2019-08-24
PU04703,SH00204,SU00203,2020-09-21
PU04704,SH00759,SU00343,2021-01-23
PU04705,SH00650,SU00551,2019-09-22
PU04706,SH00346,SU00491,2020-05-13
PU04707,SH00353,SU00112,2020-03-16
PU04708,SH00295,SU00319,2019-07-02
PU04709,SH00834,SU00907,2020-10-09
PU04710,SH00777,SU00688,2020-10-31
PU04711,SH00099,SU00684,2020-05-08
PU04712,SH00481,SU00183,2020-01-30
PU04713,SH00251,SU00013,2021-05-26
PU04714,SH00752,SU00652,2019-05-27
PU04715,SH00824,SU00269,2019-09-20
PU04716,SH00196,SU00740,2019-05-24
PU04717,SH00708,SU00661,2020-11-18
PU04718,SH00728,SU00482,2021-03-16
PU04719,SH00732,SU00085,2020-07-16
PU04720,SH00207,SU00885,2020-11-17
PU04721,SH00124,SU00444,2020-02-03
PU04722,SH00725,SU00158,2020-07-05
PU04723,SH00367,SU00480,2020-02-21
PU04724,SH00557,SU00569,2020-03-18
PU04725,SH00018,SU00612,2020-11-29
PU04726,SH00040,SU00529,2020-02-11
PU04727,SH00668,SU00372,2020-01-29
PU04728,SH00869,SU00616,2019-06-17
PU04729,SH00295,SU00014,2019-10-01
PU04730,SH00782,SU00870,2019-02-09
PU04731,SH00885,SU00456,2019-10-02
PU04732,SH00242,SU00434,2020-11-04
PU04733,SH00207,SU00487,2019-08-21
PU04734,SH00637,SU00705,2020-06-28
PU04735,SH00852,SU00262,2019-05-13
PU04736,SH00929,SU00119,2020-10-04
PU04737,SH00575,SU00113,2019-12-02
PU04738,SH00266,SU00632,2020-01-15
PU04739,SH00346,SU00305,2019-07-23
PU04740,SH00752,SU00410,2020-05-23
PU04741,SH00797,SU00935,2020-01-28
PU04742,SH00691,SU00344,2019-06-06
PU04743,SH00788,SU00837,2019-07-01
PU04744,SH00827,SU00383,2020-10-26
PU04745,SH00102,SU00644,2019-02-08
PU04746,SH00925,SU00796,2019-01-17
PU04747,SH00793,SU00895,2019-10-06
PU04748,SH00129,SU00264,2020-02-02
PU04749,SH00575,SU00163,2019-02-09
PU04750,SH00799,SU00121,2019-06-12
PU04751,SH00324,SU00935,2020-01-24
PU04752,SH00586,SU00844,2020-11-20
PU04753,SH00614,SU00412,2019-07-19
PU04754,SH00942,SU00594,2019-04-28
PU04755,SH00732,SU00617,2019-09-26
PU04756,SH00012,SU00171,2019-06-30
PU04757,SH00399,SU00808,2020-10-18
PU04758,SH00969,SU00084,2021-03-13
PU04759,SH00247,SU00982,2019-11-27
PU04760,SH00530,SU00759,2019-01-02
PU04761,SH00881,SU00286,2021-05-15
PU04762,SH00423,SU00404,2019-09-28
PU04763,SH00984,SU00812,2021-02-14
PU04764,SH00509,SU00481,2020-06-05
PU04765,SH00076,SU00351,2020-04-09
PU04766,SH00883,SU00025,2019-11-03
PU04767,SH00499,SU00212,2021-04-28
PU04768,SH00699,SU00402,2019-02-02
PU04769,SH00952,SU00994,2020-01-06
PU04770,SH00369,SU00680,2019-12-12
PU04771,SH00647,SU00567,2021-05-18
PU04772,SH00799,SU00440,2020-10-24
PU04773,SH00314,SU00324,2020-02-18
PU04774,SH00875,SU00569,2019-12-25
PU04775,SH00485,SU00718,2019-12-28
PU04776,SH00498,SU00161,2020-12-26
PU04777,SH00388,SU00313,2020-01-24
PU04778,SH00397,SU00483,2020-06-03
PU04779,SH00941,SU00833,2019-11-20
PU04780,SH00955,SU00306,2020-04-23
PU04781,SH00530,SU00825,2020-11-27
PU04782,SH00592,SU00909,2019-12-19
PU04783,SH00368,SU00350,2020-07-12
PU04784,SH00676,SU00994,2019-06-24
PU04785,SH00081,SU00379,2020-01-31
PU04786,SH00444,SU00055,2020-04-25
PU04787,SH00564,SU00639,2020-03-23
PU04788,SH00590,SU00762,2020-06-22
PU04789,SH00287,SU00440,2020-06-14
PU04790,SH00229,SU00641,2019-11-15
PU04791,SH00494,SU00617,2019-12-24
PU04792,SH00205,SU00423,2021-03-30
PU04793,SH00121,SU00268,2020-05-21
PU04794,SH00169,SU00481,2021-04-04
PU04795,SH00075,SU00397,2020-10-29
PU04796,SH00787,SU00580,2021-05-04
PU04797,SH00887,SU00471,2021-04-27
PU04798,SH00797,SU00840,2021-03-24
PU04799,SH00267,SU00091,2020-02-29
PU04800,SH00821,SU00176,2020-04-16
PU04801,SH00848,SU00954,2021-05-04
PU04802,SH00174,SU00274,2020-08-24
PU04803,SH00275,SU00193,2019-04-23
PU04804,SH00183,SU00544,2019-02-16
PU04805,SH00017,SU00849,2021-04-21
PU04806,SH00463,SU00765,2019-07-28
PU04807,SH00020,SU00492,2019-11-26
PU04808,SH00217,SU00802,2021-04-06
PU04809,SH00453,SU00778,2019-12-31
PU04810,SH00105,SU00345,2019-04-26
PU04811,SH00375,SU00491,2020-04-06
PU04812,SH00982,SU00617,2020-09-08
PU04813,SH00491,SU00187,2019-12-11
PU04814,SH00403,SU00593,2019-01-28
PU04815,SH00809,SU00440,2020-06-14
PU04816,SH00473,SU00094,2020-10-12
PU04817,SH00760,SU00499,2019-03-15
PU04818,SH00943,SU00267,2019-01-11
PU04819,SH00239,SU00939,2019-02-20
PU04820,SH00159,SU00533,2020-10-28
PU04821,SH00413,SU00007,2020-02-11
PU04822,SH00791,SU00568,2019-10-24
PU04823,SH00251,SU00603,2020-01-24
PU04824,SH00322,SU00230,2021-03-14
PU04825,SH00599,SU00710,2021-04-23
PU04826,SH00623,SU00315,2019-01-06
PU04827,SH00973,SU00763,2020-02-24
PU04828,SH00290,SU00920,2019-05-27
PU04829,SH00538,SU00936,2020-06-19
PU04830,SH00754,SU00507,2020-11-09
PU04831,SH00748,SU00692,2021-04-13
PU04832,SH00761,SU00342,2020-07-31
PU04833,SH00125,SU00254,2019-10-30
PU04834,SH00111,SU00621,2020-03-15
PU04835,SH00760,SU00408,2020-06-30
PU04836,SH00074,SU00685,2019-03-30
PU04837,SH00091,SU01000,2019-06-16
PU04838,SH00701,SU00441,2019-05-19
PU04839,SH00208,SU00029,2019-05-09
PU04840,SH00068,SU00364,2021-01-04
PU04841,SH00696,SU00064,2020-06-01
PU04842,SH00661,SU00837,2021-05-23
PU04843,SH00844,SU00005,2020-11-29
PU04844,SH00264,SU00067,2020-03-18
PU04845,SH00700,SU00913,2020-10-24
PU04846,SH00255,SU00404,2020-01-02
PU04847,SH00982,SU00239,2019-06-24
PU04848,SH00290,SU00782,2019-10-15
PU04849,SH00826,SU00633,2019-04-08
PU04850,SH00857,SU00898,2020-01-23
PU04851,SH00270,SU00209,2019-04-17
PU04852,SH00637,SU00886,2021-01-11
PU04853,SH00408,SU00941,2019-08-01
PU04854,SH00348,SU00832,2019-08-20
PU04855,SH00609,SU00949,2020-10-04
PU04856,SH00307,SU00211,2020-08-09
PU04857,SH00643,SU00369,2020-05-26
PU04858,SH00665,SU00879,2020-11-15
PU04859,SH00934,SU00898,2021-05-07
PU04860,SH00295,SU00770,2021-05-25
PU04861,SH00560,SU00850,2019-10-25
PU04862,SH00354,SU00554,2020-07-17
PU04863,SH00483,SU00324,2021-03-13
PU04864,SH00757,SU00281,2019-04-08
PU04865,SH00098,SU00164,2019-11-07
PU04866,SH00393,SU00395,2019-06-11
PU04867,SH00693,SU00495,2020-09-13
PU04868,SH00667,SU00781,2019-11-24
PU04869,SH00747,SU00114,2019-09-10
PU04870,SH00695,SU00184,2019-04-18
PU04871,SH00292,SU00715,2019-09-22
PU04872,SH00046,SU00701,2020-04-07
PU04873,SH00577,SU00024,2021-02-25
PU04874,SH00320,SU00231,2020-05-16
PU04875,SH00018,SU00286,2019-09-09
PU04876,SH00671,SU00922,2019-09-09
PU04877,SH00375,SU00893,2021-03-20
PU04878,SH00882,SU00822,2021-04-27
PU04879,SH00610,SU00509,2020-04-04
PU04880,SH00452,SU00392,2020-03-28
PU04881,SH00533,SU00328,2020-11-29
PU04882,SH00758,SU00668,2019-07-24
PU04883,SH00460,SU00102,2020-08-04
PU04884,SH00137,SU00108,2020-07-22
PU04885,SH00374,SU00078,2019-11-25
PU04886,SH00425,SU00251,2019-04-24
PU04887,SH00656,SU00346,2019-06-09
PU04888,SH00272,SU00222,2020-10-25
PU04889,SH00113,SU00601,2019-05-06
PU04890,SH00755,SU00376,2019-02-18
PU04891,SH00199,SU00542,2020-05-26
PU04892,SH00901,SU00273,2020-11-03
PU04893,SH00047,SU00496,2019-06-08
PU04894,SH00374,SU00697,2019-01-27
PU04895,SH00508,SU00146,2020-06-23
PU04896,SH00339,SU00724,2019-03-11
PU04897,SH00169,SU00567,2019-05-26
PU04898,SH00997,SU00148,2019-05-18
PU04899,SH00147,SU00127,2019-03-24
PU04900,SH00441,SU00980,2020-04-19
PU04901,SH00996,SU00417,2020-03-18
PU04902,SH00441,SU00550,2020-01-24
PU04903,SH00294,SU00098,2019-08-23
PU04904,SH00651,SU00715,2020-06-12
PU04905,SH00094,SU00444,2020-01-26
PU04906,SH00428,SU00153,2019-12-06
PU04907,SH00968,SU00787,2021-01-30
PU04908,SH00021,SU00178,2020-04-25
PU04909,SH00150,SU00949,2020-05-03
PU04910,SH00382,SU00832,2020-06-11
PU04911,SH00710,SU00086,2019-07-09
PU04912,SH00651,SU00556,2020-11-29
PU04913,SH00910,SU00310,2020-05-18
PU04914,SH00963,SU00181,2019-09-09
PU04915,SH00518,SU00147,2021-03-10
PU04916,SH00238,SU00866,2020-08-17
PU04917,SH00123,SU00032,2019-09-25
PU04918,SH00968,SU00207,2020-09-07
PU04919,SH00585,SU00220,2019-08-06
PU04920,SH00648,SU00581,2020-07-06
PU04921,SH00702,SU00970,2021-01-18
PU04922,SH00492,SU00734,2019-12-03
PU04923,SH00753,SU00199,2020-07-02
PU04924,SH00036,SU00312,2020-09-16
PU04925,SH00614,SU00102,2020-11-19
PU04926,SH00382,SU00946,2020-06-16
PU04927,SH00181,SU00529,2020-10-04
PU04928,SH00056,SU00707,2019-02-16
PU04929,SH00162,SU00830,2019-05-31
PU04930,SH00073,SU00263,2019-04-03
PU04931,SH00582,SU00431,2020-05-27
PU04932,SH00320,SU00022,2020-06-07
PU04933,SH00164,SU00691,2020-04-01
PU04934,SH00885,SU00760,2019-07-07
PU04935,SH00133,SU00650,2020-08-29
PU04936,SH00016,SU00384,2019-02-03
PU04937,SH00128,SU00416,2019-12-22
PU04938,SH00249,SU00347,2019-05-20
PU04939,SH00407,SU00811,2019-08-28
PU04940,SH00387,SU00573,2019-03-11
PU04941,SH00149,SU00966,2019-09-02
PU04942,SH00037,SU00593,2019-01-04
PU04943,SH00059,SU00826,2019-10-14
PU04944,SH00515,SU00886,2020-09-15
PU04945,SH00817,SU00675,2020-10-02
PU04946,SH00604,SU00581,2019-04-16
PU04947,SH00562,SU00282,2020-05-07
PU04948,SH00523,SU00062,2020-12-22
PU04949,SH00711,SU00970,2020-12-05
PU04950,SH00012,SU00709,2019-01-02
PU04951,SH00151,SU00143,2019-11-25
PU04952,SH00932,SU00135,2020-08-18
PU04953,SH00367,SU00114,2021-03-20
PU04954,SH00825,SU00268,2020-05-03
PU04955,SH00632,SU00656,2021-03-23
PU04956,SH00644,SU00647,2019-05-13
PU04957,SH00468,SU00875,2020-07-12
PU04958,SH00799,SU00819,2019-11-27
PU04959,SH00838,SU00768,2021-03-24
PU04960,SH00569,SU00432,2019-12-29
PU04961,SH00462,SU00699,2021-02-01
PU04962,SH00164,SU00769,2020-09-19
PU04963,SH00540,SU00633,2020-08-30
PU04964,SH00130,SU00656,2019-09-14
PU04965,SH00306,SU00238,2021-04-04
PU04966,SH00191,SU00094,2020-05-24
PU04967,SH00411,SU00088,2020-09-19
PU04968,SH00164,SU00155,2021-04-28
PU04969,SH00114,SU00416,2020-03-27
PU04970,SH00930,SU00283,2020-05-01
PU04971,SH00023,SU00836,2021-02-06
PU04972,SH00604,SU00606,2021-04-14
PU04973,SH00637,SU00277,2019-01-02
PU04974,SH00971,SU00977,2020-04-30
PU04975,SH00220,SU00316,2020-07-15
PU04976,SH00203,SU00418,2021-02-26
PU04977,SH00071,SU00335,2019-11-02
PU04978,SH00708,SU00376,2021-03-21
PU04979,SH00063,SU00563,2020-04-08
PU04980,SH00364,SU00479,2019-12-18
PU04981,SH00763,SU00803,2021-01-15
PU04982,SH00702,SU00676,2020-11-15
PU04983,SH00317,SU00496,2020-10-11
PU04984,SH00225,SU00716,2020-01-04
PU04985,SH00235,SU00972,2020-11-25
PU04986,SH00860,SU00691,2019-06-18
PU04987,SH00367,SU00125,2020-08-20
PU04988,SH00361,SU00249,2021-05-02
PU04989,SH00625,SU00967,2019-09-16
PU04990,SH00508,SU00352,2021-01-25
PU04991,SH00621,SU00647,2021-03-12
PU04992,SH00548,SU00620,2020-12-30
PU04993,SH00122,SU00102,2020-09-29
PU04994,SH00926,SU00577,2020-02-15
PU04995,SH00385,SU00094,2020-07-25
PU04996,SH00786,SU00156,2019-05-08
PU04997,SH00043,SU00998,2020-07-02
PU04998,SH00089,SU00002,2021-03-05
PU04999,SH00383,SU00283,2019-07-02
PU05000,SH00245,SU00533,2020-09-22
PU05001,SH00521,SU00860,2019-03-14
PU05002,SH00853,SU00969,2021-02-02
PU05003,SH00204,SU00673,2019-06-15
PU05004,SH00259,SU00069,2020-11-03
PU05005,SH00323,SU00554,2020-12-29
PU05006,SH00780,SU00966,2021-05-15
PU05007,SH00344,SU00557,2019-05-08
PU05008,SH00584,SU00592,2020-07-21
PU05009,SH00252,SU00451,2019-03-07
PU05010,SH00079,SU00887,2019-02-24
PU05011,SH00106,SU00773,2020-04-12
PU05012,SH00108,SU00517,2019-03-22
PU05013,SH00212,SU00198,2020-10-23
PU05014,SH00465,SU00192,2021-02-20
PU05015,SH00776,SU00484,2021-03-06
PU05016,SH00466,SU00352,2020-03-08
PU05017,SH00237,SU00322,2020-04-27
PU05018,SH00300,SU00090,2019-04-12
PU05019,SH00822,SU00288,2019-09-29
PU05020,SH00036,SU00102,2019-12-31
PU05021,SH00322,SU00236,2019-04-12
PU05022,SH00007,SU00022,2020-01-28
PU05023,SH00639,SU00018,2019-06-30
PU05024,SH00036,SU00411,2019-07-22
PU05025,SH00879,SU00619,2020-11-23
PU05026,SH00416,SU00774,2021-05-12
PU05027,SH00780,SU00363,2019-12-12
PU05028,SH00844,SU00290,2019-12-18
PU05029,SH00718,SU00979,2019-01-15
PU05030,SH00256,SU00539,2021-02-13
PU05031,SH00380,SU00232,2021-01-29
PU05032,SH00500,SU00401,2020-07-17
PU05033,SH00718,SU00529,2019-08-22
PU05034,SH00754,SU00155,2021-03-10
PU05035,SH00237,SU00870,2020-04-05
PU05036,SH00517,SU00988,2019-10-26
PU05037,SH00109,SU00923,2020-02-09
PU05038,SH00779,SU00489,2020-04-18
PU05039,SH00048,SU00180,2019-08-27
PU05040,SH00823,SU00264,2019-05-03
PU05041,SH00335,SU00493,2020-05-21
PU05042,SH00735,SU00335,2020-07-02
PU05043,SH00931,SU00659,2019-11-26
PU05044,SH00544,SU00873,2019-04-03
PU05045,SH00686,SU00405,2020-07-26
PU05046,SH00011,SU00768,2019-12-29
PU05047,SH00012,SU00476,2019-01-18
PU05048,SH00833,SU00287,2020-01-06
PU05049,SH00891,SU00341,2020-08-06
PU05050,SH00765,SU00162,2020-10-14
PU05051,SH00509,SU00002,2020-07-13
PU05052,SH00566,SU00651,2020-04-16
PU05053,SH00253,SU00987,2020-07-14
PU05054,SH00181,SU00366,2020-12-29
PU05055,SH00386,SU00066,2020-05-23
PU05056,SH00281,SU00663,2020-10-28
PU05057,SH00018,SU00681,2020-06-18
PU05058,SH00412,SU00716,2020-08-02
PU05059,SH00173,SU00921,2020-10-08
PU05060,SH00210,SU00202,2021-01-13
PU05061,SH00920,SU00991,2019-11-26
PU05062,SH00369,SU00134,2019-04-11
PU05063,SH00646,SU00090,2020-07-03
PU05064,SH00308,SU00053,2020-01-22
PU05065,SH00809,SU00895,2019-05-05
PU05066,SH00095,SU00253,2020-02-18
PU05067,SH00841,SU00093,2020-02-12
PU05068,SH00393,SU00692,2019-06-15
PU05069,SH00477,SU00071,2021-02-12
PU05070,SH00377,SU00078,2019-07-15
PU05071,SH00236,SU00762,2019-04-20
PU05072,SH00214,SU00167,2019-08-25
PU05073,SH00144,SU00354,2019-04-05
PU05074,SH00773,SU00913,2019-06-04
PU05075,SH00461,SU00414,2019-02-09
PU05076,SH00992,SU00291,2019-01-10
PU05077,SH00038,SU00140,2021-03-07
PU05078,SH00117,SU00598,2019-12-09
PU05079,SH00177,SU00109,2020-07-29
PU05080,SH00999,SU00095,2019-12-26
PU05081,SH00406,SU00844,2020-11-10
PU05082,SH00248,SU00364,2020-08-27
PU05083,SH00300,SU00495,2019-04-24
PU05084,SH00464,SU00419,2020-12-29
PU05085,SH00594,SU00189,2020-01-15
PU05086,SH00083,SU00420,2019-03-29
PU05087,SH00013,SU00973,2019-09-12
PU05088,SH00854,SU00647,2019-11-23
PU05089,SH00361,SU00699,2020-05-17
PU05090,SH00289,SU00702,2019-09-25
PU05091,SH00113,SU00453,2020-04-20
PU05092,SH00668,SU00322,2020-05-14
PU05093,SH00556,SU00410,2020-08-11
PU05094,SH00787,SU00098,2020-05-30
PU05095,SH00650,SU00895,2020-07-18
PU05096,SH00582,SU00619,2020-12-12
PU05097,SH00587,SU00364,2021-05-29
PU05098,SH00659,SU00215,2019-03-05
PU05099,SH00582,SU00439,2019-05-09
PU05100,SH00276,SU00376,2020-08-24
PU05101,SH00650,SU00614,2020-02-13
PU05102,SH00444,SU00470,2020-07-15
PU05103,SH00715,SU00250,2019-03-31
