ShopID,ShopNo,ShopName,ShopCity,ShopAddress,ShopRating
SH00822,822,Jabbertype,Peremyshl’,3951 Westridge Alley,3.82
SH00823,823,Yombu,Huantuo,2 Bayside Park,3.12
SH00824,824,Ntag,Sendangkemulian,26 North Center,4.22
SH00825,825,LiveZ,Thākurgaon,726 Sugar Alley,3.82
SH00826,826,Trupe,Tibillo,5 Hermina Place,4.22
SH00827,827,Topicshots,Velykoploske,78530 Sycamore Street,4.92
SH00828,828,Brightbean,Bairro Assunção Piedade,54601 Golf View Point,3.02
SH00829,829,Jabberbean,Bromma,42 Comanche Way,3.92
SH00830,830,Eabox,Stratónion,4 Novick Plaza,3.92
SH00831,831,Skyvu,Wutong,4 Dayton Terrace,3.02
SH00832,832,Skyble,Kaesŏng,32 Eggendart Road,3.22
SH00833,833,Trilia,Zongzhai,8887 Twin Pines Park,4.42
SH00834,834,Agivu,Kotaagung,64175 Glendale Center,4.22
SH00835,835,Kwimbee,Dushan,61571 John Wall Avenue,3.62
SH00836,836,Viva,Cibatuireng,96737 Sunfield Pass,4.02
SH00837,837,Yamia,Pueblo Nuevo Viñas,45 4th Hill,4.22
SH00838,838,Fivebridge,Unisław,918 Pierstorff Hill,3.22
SH00839,839,Devify,Puricay,76912 Talisman Place,3.12
SH00840,840,Buzzshare,Oodweyne,1 Mccormick Park,4.32
SH00841,841,Katz,San Patricio,5339 Monterey Center,4.32
SH00842,842,Tekfly,Buenaventura,6123 Forest Dale Pass,4.32
SH00843,843,Edgeblab,Barrio San Luis,7533 Mockingbird Trail,3.72
SH00844,844,Kazu,Svedala,1 Village Green Point,3.92
SH00845,845,Kwinu,Rogóźno,18 Thompson Court,4.32
SH00846,846,Vinder,Lexington,81 Hayes Terrace,4.32
SH00847,847,Trupe,Samajie Ewenkeminzu,365 Trailsway Trail,4.22
SH00848,848,Feedspan,Panganiban,7114 Hauk Trail,3.42
SH00849,849,Photofeed,Qabaqçöl,849 Mayer Trail,4.42
SH00850,850,Twitterbeat,Borek,0113 Summerview Park,3.82
SH00851,851,Vinder,Karlskrona,8228 Northview Circle,4.52
SH00852,852,Latz,Mattaldi,1382 Old Gate Park,3.12
SH00853,853,LiveZ,Naikoten Dua,2012 Bellgrove Parkway,3.52
SH00854,854,Eimbee,Uddiawan,62436 Southridge Parkway,4.22
SH00855,855,Muxo,Sop Pong,7 Trailsway Way,3.62
SH00856,856,Zoomlounge,Dobruševo,4 Vahlen Parkway,3.12
SH00857,857,Skivee,Huangshi,91513 Clarendon Avenue,4.82
SH00858,858,Wordtune,Inuyama,4119 Stang Court,4.22
SH00859,859,Quinu,Novo Horizonte,9860 Grayhawk Alley,4.62
SH00860,860,Photofeed,Los Andes,42 Dawn Circle,3.42
SH00861,861,Photobug,Xiangyang,85 Maple Road,4.72
SH00862,862,Photojam,Nekhayevskiy,869 Marcy Drive,3.62
SH00863,863,Youspan,Chafé,89 Utah Way,3.02
SH00864,864,Kwimbee,De la Paz,93591 Oriole Hill,4.42
SH00865,865,Wordpedia,Ocampo,76521 Sheridan Way,4.82
SH00866,866,Abatz,San Eugenio,9954 Dunning Road,4.52
SH00867,867,Trilia,Reims,0957 Oak Valley Plaza,4.62
SH00868,868,Rhynyx,Ylihärmä,44901 Tomscot Trail,4.32
SH00869,869,Avamm,Yangjian,95072 Hagan Drive,4.52
SH00870,870,Tagchat,Pucyura,64 Summit Court,4.52
SH00871,871,Edgetag,Camrose,19 Derek Center,3.32
SH00872,872,Avavee,Roma,434 Susan Drive,4.32
SH00873,873,Dablist,Ludu,173 Mayfield Drive,3.22
SH00874,874,Wordpedia,San Rafael,506 Merchant Hill,4.12
SH00875,875,Linkbuzz,Mapiripán,32462 Londonderry Court,3.92
SH00876,876,Eayo,Cova Figueira,1058 Erie Avenue,3.12
SH00877,877,Youspan,Tamandaré,06657 Straubel Junction,3.02
SH00878,878,Wikibox,Ryazhsk,5 Starling Lane,3.12
SH00879,879,Kare,Postřekov,58589 Mccormick Junction,4.22
SH00880,880,Skilith,Yelan’,5 6th Hill,3.52
SH00881,881,Skiba,Hougang,30233 Steensland Drive,3.42
SH00882,882,Photobug,San Agustin,5 Pankratz Avenue,4.72
SH00883,883,Yakijo,Molsheim,955 Dahle Court,3.02
SH00884,884,Yoveo,Bykivka,83 Duke Center,4.92
SH00885,885,Yakijo,Liaozhong,3 Muir Plaza,3.82
SH00886,886,Jetwire,Buur Gaabo,8899 Northland Park,4.22
SH00887,887,Npath,Grand Rapids,373 Bellgrove Alley,4.32
SH00888,888,Gevee,Edsbyn,59246 Cherokee Point,3.72
SH00889,889,Midel,Smoky Lake,12461 Porter Pass,4.72
SH00890,890,Riffwire,Senadan,7201 Anzinger Trail,4.92
SH00891,891,Buzzbean,Pombas,9236 Cottonwood Place,4.92
SH00892,892,Eabox,Urungpigang,879 7th Way,4.72
SH00893,893,Aibox,Washington,0335 Montana Plaza,3.22
SH00894,894,Thoughtstorm,Jiaoqi,4 Utah Plaza,3.02
SH00895,895,Wikibox,Talangnan,5399 Clarendon Lane,3.92
SH00896,896,Kazio,Newton,4903 Pearson Pass,3.42
SH00897,897,Jaxspan,São Vicente de Ferreira,20 Prentice Lane,3.82
SH00898,898,Mydeo,Karlstad,47 Troy Crossing,3.52
SH00899,899,Blognation,Villa General Belgrano,53945 Butternut Trail,4.52
SH00900,900,Photobug,Saribudolok,513 Jenifer Pass,3.82
SH00901,901,Pixonyx,Santa Maria da Vitória,881 Fordem Hill,4.62
SH00902,902,Thoughtsphere,Xin’an,871 Autumn Leaf Road,3.92
SH00903,903,Oodoo,Shizikeng,7150 Melvin Point,3.52
SH00904,904,Katz,Khanabad,6531 Paget Avenue,3.52
SH00905,905,Meembee,Ploso,0710 Nevada Alley,3.12
SH00906,906,Snaptags,Rust’avi,52093 Westend Junction,4.22
SH00907,907,Zooxo,Ponyri Vtoryye,79949 New Castle Court,3.42
SH00908,908,Twitterwire,Spånga,59811 Corben Court,3.42
SH00909,909,Fadeo,Yumaguzino,8 Little Fleur Park,4.72
SH00910,910,Vinder,Tapan,8 Eastlawn Junction,3.62
SH00911,911,Dynabox,Jiuguan,638 Ronald Regan Trail,4.82
SH00912,912,Meemm,Mingora,2 Bellgrove Circle,4.92
SH00913,913,Dynazzy,Tuti,534 Walton Point,4.22
SH00914,914,Bluejam,Muro,9512 Farwell Street,4.22
SH00915,915,Dynazzy,Villeneuve-lès-Avignon,1618 Burning Wood Plaza,4.72
SH00916,916,Lazz,Manaloal,640 Mifflin Circle,4.32
SH00917,917,Browsezoom,Kyjov,4059 Quincy Drive,4.62
SH00918,918,Devify,Zselickislak,94 Mayfield Court,4.22
SH00919,919,Cogidoo,Vasyl'evsky Ostrov,243 Lunder Junction,4.62
SH00920,920,Voonte,Niuzhuang,7 Jackson Avenue,4.32
SH00921,921,Katz,Feijó,0140 Sloan Place,4.52
SH00922,922,DabZ,Pianling,42890 Sherman Avenue,4.92
SH00923,923,Skaboo,Ngundaan,920 Stephen Center,4.72
SH00924,924,Photofeed,Cockburn Town,046 Talmadge Trail,3.02
SH00925,925,Zoomcast,Bulgan,1 Hagan Terrace,3.52
SH00926,926,Roodel,Bagumbayan,5721 Artisan Lane,3.92
SH00927,927,Ntags,Margasari,56285 Coleman Parkway,4.12
SH00928,928,Einti,Andkhōy,60 Ryan Terrace,3.92
SH00929,929,Linkbridge,Yangqiao,422 Elgar Road,4.92
SH00930,930,Devcast,Haimen,373 Lakewood Terrace,4.42
SH00931,931,Cogidoo,Grzechynia,8322 Melvin Way,4.32
SH00932,932,Zoomcast,Zelenogradsk,7 La Follette Plaza,3.92
SH00933,933,Voomm,Kumane,642 Porter Plaza,4.92
SH00934,934,Oozz,Balabac,96 Northfield Way,3.02
SH00935,935,Skibox,Thulamahashi,8 Saint Paul Terrace,4.02
SH00936,936,Fanoodle,Klishkivtsi,74754 Park Meadow Parkway,3.52
SH00937,937,Voolith,Tranca,6 Tennyson Trail,3.02
SH00938,938,Yadel,Ngunguru,0 Di Loreto Lane,4.92
SH00939,939,Fivespan,Shazi,455 Blue Bill Park Lane,4.22
SH00940,940,Omba,Jacutinga,1 Old Gate Point,3.72
SH00941,941,Jetpulse,Fovissste,424 Lakewood Pass,4.12
SH00942,942,Jabbertype,Psygansu,618 Blue Bill Park Park,3.42
SH00943,943,Avaveo,Panambi,3778 Mayfield Hill,3.02
SH00944,944,Youfeed,Licuan,776 Ridgeview Terrace,3.62
SH00945,945,Riffpedia,Birobidzhan,1197 Magdeline Crossing,4.32
SH00946,946,Twitternation,Kafir Qala,8 East Street,3.62
SH00947,947,Chatterbridge,Pīrgaaj,56415 Heffernan Way,4.72
SH00948,948,Omba,Luobuqiongzi,07025 6th Terrace,3.82
SH00949,949,Thoughtstorm,Bijelo Polje,8690 Algoma Parkway,4.22
SH00950,950,Talane,Kitaibaraki,290 Meadow Ridge Pass,3.32
SH00951,951,Quatz,Nanggewer,13866 Hooker Street,4.02
SH00952,952,Talane,Biting,6039 Forster Drive,4.22
SH00953,953,Bubblebox,Noyakert,1 Union Hill,3.72
SH00954,954,Zoomdog,Rancagadog,9 Kennedy Street,3.92
SH00955,955,Jaxworks,Pregrada,4052 Banding Street,4.32
SH00956,956,Skyble,Không,86991 Grasskamp Alley,4.82
SH00957,957,Trunyx,Peterborough,963 John Wall Alley,4.62
SH00958,958,Ailane,Banyo,484 Surrey Place,4.62
SH00959,959,Eabox,Sanyang,86 Columbus Place,4.02
SH00960,960,Tagtune,Dimona,6164 Schurz Terrace,3.82
SH00961,961,Trudeo,Morrito,261 Hanover Alley,3.62
SH00962,962,Browsedrive,Tobol,03 Fulton Terrace,4.62
SH00963,963,Cogilith,Wuping,78 Lake View Park,3.02
SH00964,964,Mudo,Nagrak,5822 Dixon Crossing,4.52
SH00965,965,Cogibox,Ersekë,3 Huxley Court,3.02
SH00966,966,Trunyx,Niquelândia,169 Nobel Pass,4.92
SH00967,967,Tagfeed,Awilega,95 Killdeer Junction,3.12
SH00968,968,Topiclounge,Francisco Villa,4430 Shoshone Point,3.02
SH00969,969,Yamia,Garibaldi,0397 Sycamore Parkway,3.12
SH00970,970,Rhynoodle,Linjiang,7169 Rowland Pass,3.12
SH00971,971,Dabvine,Quillota,87950 Rowland Drive,4.92
SH00972,972,Topicstorm,Priyutovo,60 New Castle Center,3.92
SH00973,973,Topdrive,Rubizhne,10 Springview Plaza,3.22
SH00974,974,Yakitri,Isahaya,9806 Sycamore Point,4.72
SH00975,975,Vidoo,Guatraché,723 Blackbird Point,4.72
SH00976,976,Edgeify,Brahin,047 Westridge Alley,3.12
SH00977,977,JumpXS,Przodkowo,64 Del Mar Court,3.92
SH00978,978,Demivee,Genyem,0 Claremont Trail,3.02
SH00979,979,Camimbo,Hajoho,8 Havey Pass,3.42
SH00980,980,Thoughtsphere,Karanganyarkrajan,51869 Bartelt Park,3.42
SH00981,981,Yacero,Independence,62411 Division Terrace,3.92
SH00982,982,Eimbee,Elx/Elche,7656 Cody Junction,3.42
SH00983,983,Photobean,Qinnan,333 Riverside Trail,4.72
SH00984,984,Thoughtblab,Broumov,279 Summer Ridge Parkway,4.32
SH00985,985,Skidoo,Wangchang,65 Spaight Road,3.92
SH00986,986,Oyoloo,Buenos Aires,5471 8th Way,4.42
SH00987,987,Voolia,Mao,31 Esch Way,3.02
SH00988,988,Tagpad,Ar Ruţbah,689 Graceland Terrace,3.12
SH00989,989,Brainlounge,Nixi,5 Larry Court,3.52
SH00990,990,Tagopia,Casilda,5342 Bashford Place,3.82
SH00991,991,Centidel,Emiliano Zapata,6 Cardinal Alley,4.92
SH00992,992,Dabfeed,Skellefteå,60677 Hayes Court,4.72
SH00993,993,Wikivu,Tanghu,6 Clarendon Circle,4.92
SH00994,994,Abata,Quinta de Valadares,91 Claremont Park,4.12
SH00995,995,Geba,Alderetes,8 Truax Crossing,4.82
SH00996,996,Twitterbridge,Kristiansand S,84287 Old Gate Court,3.02
SH00997,997,Rhybox,Káto Asítai,75 Haas Crossing,4.22
SH00998,998,Eayo,Bordeaux,68 School Center,4.52
SH00999,999,Brightdog,Zhouxi,28 Orin Avenue,3.32
SH01000,1000,Miboo,Linggamanik,78785 Troy Alley,4.12
